Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P51451	BLK	TK	Src	2.29708107754481	2.4605113337051	4.75759241124991	5.39794000867204	0.501399119318293	0.485318628786663	0.100783496707313	21.7777777777778
P08631	HCK	TK	Src	2.55441111592891	2.42881847498502	4.98322959091393	5.09691001300806	0.535081442399184	0.5363015332246	0.0528614983163586	23
Q04912	Ron	TK	Met	1.58708988608946	2.57906097699739	4.16615086308686	4.22184874961636	-0.605016420645531	-0.555433207045911	0.14140858357124	7.88888888888889
P07947	Yes	TK	Src	2.21424972936367	1.74330987115245	3.95755960051612	4.05551732784983	0.366432205780435	0.355222249925243	0.0458716539822505	26.2222222222222
O14757	CHK1	CAMK	CAMKL	1.47494162790873	2.5121654224054	3.98710705031413	3.98296666070122	0.681284953440688	0.681284953440688	0	5
P06213	InSR	TK	InsR	1.74021775559095	1.89137519559261	3.63159295118356	3.85387196432176	0.433451643965997	0.508949079329172	0.197049249082837	16.4444444444444
P43405	Syk	TK	Syk	1.79381599833336	1.8307221661867	3.62453816452006	3.34872198600186	0.163990689113799	0.175550889963551	0.0283716409978103	78.3333333333333
P21860	HER3	TK	EGFR	1.36700355658044	1.70072827406596	3.06773183064641	3.26760624017703	0.190718292562112	0.167233148694208	0.0655392363233132	50.3333333333333
P07948	Lyn	TK	Src	1.48566547899004	1.91656076317177	3.40222624216181	3.2518119729938	0.309226730919457	0.323467298313061	0.0572013341192163	22.8888888888889
Q9H3Y6	Srm	TK	Src	1.25279049495608	1.70213847924552	2.9549289742016	2.90938929217159	-0.206696975436859	-0.212148086042486	0.0226832778258939	39
P51813	Etk/BMX	TK	Tec	0.888253754459855	1.59334080099709	2.48159455545695	2.89008413697621	-0.175544058750198	-0.180379039731504	0.0387987082181854	32.4444444444444
P12931	Src	TK	Src	1.41232537847816	1.63752522489882	3.04985060337698	2.86518562967954	0.193257542154091	0.183318204468674	0.054821808487873	44.8888888888889
P16234	PDGFR[alpha]	TK	PDGFR	0.546268625840186	1.94858291764311	2.49485154348329	2.83445892327763	0.365905717555147	0.429548899719504	0.100431189972357	4.44444444444444
P06239	Lck	TK	Src	1.44039705609102	1.24126647745968	2.6816635335507	2.79588001734407	0.280800991674899	0.274194506575397	0.0254408826909201	26.4444444444444
P08069	IGF1R	TK	InsR	0.965292628690182	1.55630236632587	2.52159499501606	2.75251773932295	0.381910074739214	0.359354920075779	0.197534087231256	11.7777777777778
P00519	Abl	TK	Abl	0.813270897719746	1.69870628917288	2.51197718689262	2.53700338797194	0.138929129113726	0.140507958537553	0.0466917003628063	48.2222222222222
P43403	ZAP70	TK	Syk	1.16049057766415	1.06307688167642	2.22356745934057	2.39794000867204	0.140544060713694	0.151904944279718	0.0278559012589564	67.2222222222222
Q01973	ROR1	TK	Ror	1.05833966080851	1.33724216831843	2.39558182912694	2.39558182912694	-0.692728507537262	-0.692728507537262	0	3
Q08881	ITK	TK	Tec	1.32486232697583	1.01764380218299	2.34250612915882	2.37018280398148	-0.233896191036416	-0.246981239963328	0.0259306410804078	35.3333333333333
P35916	FLT4	TK	VEGFR	1.15254114236546	1.04271474577689	2.19525588814234	2.21609642072726	-0.474861679903601	-0.468266196389106	0.0427766021728311	7.66666666666667
P23458	JAK1~b	TK	JakA	0.860712645681473	0.822380281823722	1.6830929275052	1.97915841476089	-0.432950224441679	-0.500591088675524	0.135281728467691	5.5
P42684	Arg	TK	Abl	0.814930607922546	1.34609723060252	2.16102783852506	1.9256224623552	0.119055022671158	0.128367620550081	0.0425303493818406	55.7777777777778
P06241	Fyn	TK	Src	0.740076606252262	1.10421983251405	1.84429643876631	1.87745647593125	0.188448047575428	0.191251914356884	0.0288416161971753	24.2222222222222
H0Y8A4	RYK	TK	Ryk	0.57303062152481	1.36100886331277	1.93403948483758	1.87237695040197	0.361886231319378	0.354348090387977	0.114544093534654	5.22222222222222
O60674	JAK2	TK	JakA	0.738320791307759	1.19282303014309	1.93114382145085	1.82856609905699	-0.225391482099513	-0.211415537280613	0.0392548831351773	16.5555555555556
Q13882	Brk	TK	Src	0.62168803300245	0.911500461132499	1.53318849413495	1.64897714741588	0.0854418530975073	0.0967464804902273	0.0199412626088427	73.5555555555556
J3KPB5	EphA10	TK	Eph	0.628136685104129	0.915633141883519	1.54376982698765	1.53627168489961	-0.500188621846991	-0.500188621846991	0	3
P22455	FGFR4	TK	FGFR	0.384040576262277	0.985341841170449	1.36938241743273	1.4049449102407	0.13932017431902	0.151886303055493	0.0354405451310753	19.7777777777778
